respondent_c,a2,a3a,a3b,a3c,a3d,a3e,a3f,a3g,a3h,a3i,a3j,a3k,a3l,a4a,a4g,a4h,a4c,a4d,a4e,a4f,a4i,a5,b1,b3,b6a,b6b,b6c,b6d,b6e,b6f,b6g,b7a,b7b,b7c,b7d,b7e,b7f,b8a
cfyf0940,16,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,5,15,3,5,5,5,2,2,5,1,2,5,2,2,2,2,#NULL!
ctjg0943,11,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,10,3,1,5,7,4,2,5,1,7,7,1,1,1,3,2
cdzg0947,14,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,12,2,2,2,2,1,1,2,1,2,1,1,1,1,1,#NULL!
cvgh0949,15,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,0,0,0,0,4,6,2,2,2,2,2,2,4,2,2,2,4,2,4,4,#NULL!
cjsh0952,10,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,8,1,4,1,4,5,1,1,1,1,1,4,1,1,6,#NULL!
cfwh0953,10,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,10,2,2,2,1,1,1,1,1,1,2,1,1,2,1,#NULL!
cxdi0955,13,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,11,3,4,4,5,2,99,5,2,4,5,2,2,5,5,2
cthi0956,14,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,4,13,2,4,5,4,3,1,5,1,1,5,3,2,4,2,#NULL!
chti0959,16,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,15,2,2,2,2,2,1,2,2,1,2,2,1,1,99,#NULL!
cdxi0960,16,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,5,9,2,4,4,2,4,2,2,1,6,6,4,4,4,4,2
cvej0962,9,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,8,4,1,6,1,1,1,2,2,1,6,1,1,2,2,#NULL!
crij0963,11,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,0,0,1,0,3,11,3,99,2,2,5,99,2,2,99,99,2,99,99,99,#NULL!
cjqj0965,12,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,10,2,2,2,2,1,2,2,1,1,4,2,2,1,1,#NULL!
cfuj0966,13,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,9,12,3,4,4,2,2,2,2,1,1,4,1,2,4,1,#NULL!
cxbk0968,14,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,11,3,2,3,1,4,1,6,2,2,2,99,1,2,1,#NULL!
ctfk0969,16,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,9,3,6,7,7,6,4,7,1,1,6,6,2,5,3,#NULL!
cpjk0970,17,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,11,3,5,5,5,7,1,6,1,1,5,4,8,1,1,#NULL!
czyk0974,11,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,1,3,4,2,6,5,7,5,5,7,6,5,2,5,2,2
cnkl0977,12,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,11,2,3,2,1,1,1,2,2,1,2,2,1,1,1,#NULL!
cbwl0980,16,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,0,0,0,0,5,14,2,2,2,2,2,3,2,2,2,2,2,3,99,99,#NULL!
ctdm0982,9,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,9,2,1,2,2,1,1,2,1,1,1,1,1,2,2,#NULL!
cdtm0986,12,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,#NULL!
czwm0987,13,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,11,2,1,1,1,1,1,1,2,2,1,2,2,1,1,#NULL!
cnin0990,16,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,14,3,8,99,4,2,99,4,2,1,99,2,2,1,2,#NULL!
cfqn0992,10,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,3,7,3,5,4,6,3,2,1,4,6,7,7,1,2,5,2
cbun0993,11,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,11,2,1,1,1,1,1,1,1,1,1,2,1,1,1,#NULL!
cpfo0996,12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,9,4,2,6,2,5,1,2,2,2,6,5,5,2,1,#NULL!
cljo0997,14,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,13,2,99,2,99,99,2,99,2,99,99,99,99,2,2,#NULL!
chno0998,15,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7,12,2,1,2,3,4,5,6,5,6,5,5,5,1,2,2
ckaa1000,16,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,8,2,7,7,2,4,2,2,1,1,2,1,2,2,1,#NULL!
ccia1002,10,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,#NULL!
cyla1003,12,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,11,99,99,99,99,99,99,99,99,99,99,99,99,99,99,#NULL!
cmxa1006,13,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,9,2,2,1,4,7,2,3,1,1,1,2,1,1,2,#NULL!
cibb1007,14,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,5,2,1,1,1,1,1,1,3,1,1,1,1,1,1,#NULL!
cwmb1010,16,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,15,1,1,1,1,1,1,1,1,1,2,1,1,1,1,#NULL!
ckyb1013,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,8,2,4,4,4,4,99,2,4,4,4,99,4,1,4,1
ccgc1015,10,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,9,3,2,2,2,2,1,1,2,4,2,2,2,2,1,2
cyjc1016,14,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,9,2,1,1,2,2,1,2,1,1,1,1,1,1,1,#NULL!
cqrc1018,11,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,4,7,4,99,99,6,5,5,5,5,99,6,5,5,99,99,2
cmvc1019,15,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,6,3,2,2,2,2,2,2,1,2,4,4,2,2,2,2
cizc1020,17,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,13,2,2,4,2,2,4,2,1,1,2,1,1,4,2,#NULL!
cwkd1023,10,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,9,2,1,2,1,1,1,1,1,1,2,1,1,2,1,#NULL!
csod1024,9,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,10,2,1,2,1,1,1,1,1,2,2,1,1,2,1,#NULL!
ckwd1026,12,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,11,2,2,2,2,1,1,1,1,1,2,1,1,1,1,#NULL!
cgae1027,13,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,4,1,1,1,1,1,1,1,4,1,1,99,99,1,99,3,#NULL!
cule1030,16,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,1,2,2,2,2,1,2,2,2,2,1,1,1,1,1,#NULL!
cmte1032,10,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,#NULL!
cebf1034,11,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,10,1,1,4,1,1,1,4,1,4,4,1,1,1,1,1
cwif1036,14,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,4,14,3,2,2,2,2,4,6,2,4,7,4,2,7,4,2
cgyf1040,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,14,2,2,1,1,3,1,2,4,2,6,1,1,6,6,#NULL!
cwgh1049,16,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,14,2,2,2,2,1,1,4,1,2,2,1,1,1,1,#NULL!
cgwh1053,11,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,#NULL!
cuhi1056,12,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,9,2,2,2,2,99,4,2,2,6,99,6,2,6,2,2
cqli1057,12,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,1,2,4,2,4,2,2,6,2,2,6,2,2,2,2,#NULL!
cwej1062,11,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,9,3,1,6,4,1,1,2,1,5,5,6,2,6,6,1
ccyj1067,12,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,3,9,2,1,4,4,4,99,1,1,1,1,4,1,1,1,#NULL!
cybk1068,13,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,4,11,3,4,4,1,1,1,1,1,1,1,4,1,1,1,#NULL!
cqjk1070,15,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,5,14,3,2,5,2,2,1,4,2,2,5,2,2,6,1,#NULL!
cirk1072,10,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,7,1,4,1,1,1,1,1,99,1,99,3,1,1,1,#NULL!
cevk1073,9,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,7,2,1,4,1,4,1,5,1,99,5,1,1,4,99,#NULL!
cazk1074,11,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,10,2,1,1,3,3,1,1,1,1,1,1,1,1,1,#NULL!
cgsl1079,16,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,4,10,4,1,5,1,1,1,5,1,1,2,5,1,1,1,#NULL!
ccwl1080,14,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,4,14,2,2,2,1,1,1,2,1,1,2,1,1,1,1,#NULL!
cqhm1083,13,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,10,3,6,5,5,5,2,2,2,2,2,2,4,5,2,#NULL!
caxm1087,12,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,3,8,2,4,4,2,1,1,2,1,1,5,3,3,2,2,#NULL!
coin1090,17,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,12,4,7,7,7,2,2,7,1,1,7,5,1,2,1,#NULL!
ccun1093,10,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,3,9,2,1,1,1,1,1,1,1,1,1,2,1,1,1,#NULL!
cdia1102,11,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,99,1,1,1,1,1,1,1,1,1,1,1,1,2,2,#NULL!
cnxa1106,14,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,13,1,3,1,1,4,1,1,1,1,1,3,1,2,3,#NULL!
cjbb1107,14,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,4,12,2,1,4,1,4,1,4,1,1,5,1,4,1,1,#NULL!
cbjb1109,17,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,15,2,2,2,1,7,6,7,1,1,6,7,1,1,6,#NULL!
cpub1112,10,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,10,1,1,1,4,1,1,1,1,1,1,1,1,1,1,#NULL!
clyb1113,11,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,7,2,1,6,1,1,1,1,1,6,6,1,6,6,1,1
cjzc1120,16,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,16,3,5,5,5,5,7,5,1,5,5,1,1,1,1,2
cxkd1123,11,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,10,2,1,2,2,2,2,1,1,2,2,1,1,3,1,#NULL!
clwd1126,12,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,10,3,1,1,1,2,1,1,1,1,1,2,2,1,1,#NULL!
chae1127,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,12,2,1,1,1,1,1,1,1,1,1,2,1,2,1,#NULL!
cnte1132,14,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,13,2,4,1,2,2,1,2,1,3,6,2,2,1,1,2
cjxe1133,11,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,10,1,1,6,6,6,1,1,1,6,6,4,3,6,1,2
cxif1136,12,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,11,2,4,1,1,1,1,1,1,1,1,4,1,1,1,#NULL!
cluf1139,16,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,11,2,99,99,1,4,1,99,99,99,3,1,99,1,3,#NULL!
chyf1140,16,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,15,2,2,2,1,1,1,2,1,1,2,2,1,1,1,#NULL!
cvjg1143,10,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,9,2,2,2,1,1,1,1,1,2,3,1,1,1,1,#NULL!
cnrg1145,13,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,9,2,4,2,2,4,2,2,1,2,5,4,1,2,1,#NULL!
cjvg1146,13,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,7,4,1,2,1,1,1,2,1,2,2,5,4,1,4,#NULL!
cfzg1147,12,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,7,2,4,4,2,2,4,1,2,2,4,2,4,1,1,#NULL!
ctkh1150,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,12,3,5,2,2,5,2,2,2,5,3,5,4,2,4,2
crli1157,15,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,13,2,4,4,5,3,4,3,5,4,6,4,4,6,4,2
cnpi1158,15,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,10,2,1,4,2,2,1,1,1,2,4,2,2,1,1,#NULL!
cfxi1160,15,0,0,0,0,0,1,0,0,0,0,0,0,99,99,99,99,99,99,99,99,3,12,2,2,2,4,4,8,4,1,4,4,8,8,2,2,1
cbbj1161,11,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,10,2,1,1,2,1,1,1,1,1,2,2,1,2,1,#NULL!
ctij1163,12,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,9,2,1,1,1,2,1,1,2,1,2,2,2,1,2,#NULL!
cpmj1164,12,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,4,4,3,2,2,2,2,2,2,2,5,5,6,5,5,1,1
clqj1165,14,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,11,4,6,6,6,6,5,6,2,7,6,5,5,6,6,2
czbk1168,16,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,15,3,2,5,2,1,1,4,1,5,5,4,1,3,1,2
cbzk1174,11,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,8,2,6,6,6,6,6,3,3,3,6,6,6,6,6,1
ctgl1176,9,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,4,8,3,6,2,2,6,1,2,1,6,6,1,6,6,1,1
chsl1179,15,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,12,3,2,1,1,1,1,2,1,1,5,1,1,5,1,#NULL!
cdwl1180,15,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,4,15,2,2,1,1,3,1,1,1,2,2,4,1,3,1,#NULL!
chqn1192,9,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,5,4,4,4,2,4,4,4,4,1,4,4,2,4,5,#NULL!
cmaa1200,15,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,4,15,3,5,5,5,2,2,2,2,2,2,2,1,1,1,#NULL!
cwpa1204,14,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,12,2,1,2,1,2,1,1,2,1,1,2,1,1,2,#NULL!
csta1205,13,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,13,2,1,2,1,1,1,1,1,2,2,2,2,2,1,#NULL!
coxa1206,16,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,15,2,1,5,1,2,1,1,2,1,5,1,4,2,1,#NULL!
cgfb1208,16,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,5,13,2,4,4,2,2,2,4,4,2,6,2,2,4,1,#NULL!
cicc1214,12,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,11,2,1,4,1,1,1,2,1,1,4,1,1,1,4,#NULL!
cakc1216,12,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,10,2,2,2,1,2,1,1,2,1,2,2,1,1,1,#NULL!
covc1219,15,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,12,2,1,2,2,1,2,1,1,1,5,1,1,1,1,#NULL!
cchd1222,11,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,9,2,1,2,1,2,1,1,2,2,2,2,1,2,1,#NULL!
cuod1224,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,13,3,1,1,2,5,1,1,2,1,1,4,4,1,2,#NULL!
cqsd1225,13,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,4,8,2,1,2,2,2,2,2,2,1,1,2,1,1,1,#NULL!
cmsh1252,10,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3,8,2,1,2,4,1,2,1,1,1,4,1,1,1,1,#NULL!
caei1255,12,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,5,4,4,5,1,1,5,4,1,1,5,4,4,1,1,#NULL!
ckti1259,17,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,7,10,2,2,5,2,2,2,2,1,2,3,3,3,1,1,#NULL!
cgxi1260,17,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,12,3,8,2,2,8,1,1,2,2,2,2,2,2,1,#NULL!
cyej1262,15,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,14,2,1,4,2,2,1,6,1,1,6,1,1,6,6,#NULL!
cuij1263,9,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,8,2,1,2,2,1,1,1,1,1,2,1,1,2,1,#NULL!
ciuj1266,13,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,1,0,0,0,0,4,11,2,1,3,3,1,1,1,1,1,3,1,1,1,1,#NULL!
ceyj1267,12,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,10,3,1,4,4,1,1,5,1,1,5,1,1,4,1,#NULL!
csjk1270,16,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,4,12,2,2,99,2,8,4,8,8,8,2,8,8,8,8,#NULL!
cugl1276,13,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,12,2,1,4,2,4,1,2,1,2,2,1,2,2,2,#NULL!
cisl1279,16,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,5,9,2,2,1,2,1,1,1,2,2,2,2,2,2,2,#NULL!
cwdm1282,9,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,8,3,1,5,1,1,1,1,1,1,5,1,1,1,1,#NULL!
cshm1283,10,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,9,4,1,3,1,5,1,1,2,1,1,5,1,2,1,#NULL!
ccxm1287,14,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,11,3,2,2,2,2,2,2,1,2,5,2,2,2,2,#NULL!
cqin1290,16,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,#NULL!
ceun1293,10,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,8,3,99,2,1,1,1,99,1,99,4,1,1,1,1,#NULL!
cojo1297,13,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,13,3,5,5,2,2,2,6,1,1,5,2,1,1,1,#NULL!
ctta1305,14,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,14,1,1,4,2,1,1,1,2,3,3,1,1,1,1,1
cpxa1306,12,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,12,3,1,1,2,3,1,4,4,4,4,4,1,3,1,1
chfb1308,14,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,10,3,1,5,1,1,4,5,1,1,5,4,1,1,1,#NULL!
cdjb1309,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,14,2,4,2,3,2,1,2,4,2,2,2,8,4,8,#NULL!
czmb1310,16,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,14,3,2,7,7,2,2,7,1,7,7,2,2,2,1,1
crub1312,10,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,8,3,1,4,1,1,1,1,1,1,4,3,1,1,1,#NULL!
cxnc1317,13,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,12,3,1,1,1,4,1,1,4,1,1,4,1,1,1,#NULL!
clzc1320,16,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,11,3,1,4,1,5,1,5,5,1,1,6,5,4,1,#NULL!
cdhd1322,9,1,1,0,0,0,1,0,0,0,0,0,0,99,99,99,99,99,99,99,99,3,9,1,1,1,1,1,1,1,3,1,1,1,1,1,1,#NULL!
czkd1323,11,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3,9,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2
cnwd1326,12,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,12,2,1,2,2,7,2,6,2,2,4,2,2,2,5,#NULL!
cjae1327,14,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,5,14,2,2,7,2,1,1,1,2,2,1,2,7,1,2,#NULL!
cxle1330,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,12,1,1,4,1,3,1,5,1,1,6,3,1,1,1,#NULL!
cpte1332,17,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,15,3,2,5,4,3,2,4,1,5,5,4,2,2,4,2
clxe1333,10,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,7,3,1,5,1,1,1,1,1,1,3,1,1,5,4,#NULL!
cdff1335,13,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,10,2,3,2,2,2,2,1,2,1,2,1,1,1,1,#NULL!
crqf1338,10,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,99,3,1,3,1,3,1,2,3,1,3,2,1,1,1,#NULL!
cxjg1343,9,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,10,2,1,1,1,3,1,1,3,4,4,1,1,1,3,2
ctng1344,11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,10,2,4,1,1,4,1,1,1,1,1,3,1,1,1,#NULL!
chzg1347,14,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,10,4,4,4,6,6,1,1,1,3,6,7,7,6,1,2
cjwh1353,10,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,8,2,1,2,1,1,1,1,1,1,2,1,2,1,1,#NULL!
cfai1354,11,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,9,2,4,5,1,4,2,3,1,4,1,4,1,3,1,2
cxhi1356,12,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,11,3,1,4,4,5,2,1,4,1,1,5,1,1,4,#NULL!
clti1359,15,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,4,12,4,1,1,1,5,1,1,7,1,1,1,1,1,1,#NULL!
chxi1360,15,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,12,3,2,2,1,2,1,2,1,1,2,2,1,1,1,#NULL!
cvij1363,10,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,9,1,1,5,99,99,99,99,99,99,99,99,99,99,99,#NULL!
cjuj1366,13,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,12,2,1,1,1,2,1,1,2,1,2,2,1,1,1,#NULL!
cfyj1367,16,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,5,2,4,1,1,4,1,1,4,1,1,3,1,1,1,#NULL!
cxfk1369,15,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,12,2,2,1,1,2,1,1,2,1,1,2,1,1,1,#NULL!
cpnk1371,10,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,10,2,2,2,2,4,2,2,4,2,1,2,2,1,1,#NULL!
clrk1372,10,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,6,2,1,2,1,2,1,1,2,1,2,2,1,1,1,#NULL!
cdzk1374,11,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,7,2,1,1,1,2,1,1,2,1,1,2,1,1,1,#NULL!
crkl1377,11,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,10,2,3,3,3,4,2,3,3,2,2,3,3,3,1,#NULL!
